Date,Open,High,Low,Close,Volume
2025-02-06,89.21281361217397,89.4293507704838,86.70296201796792,87.17540740966797,20654800
2025-02-07,87.50021588474385,87.96281664483095,87.04745977105104,87.16556549072266,11284200
2025-02-10,87.94312312499079,89.23250140712919,87.94312312499079,89.0848617553711,12935700
2025-02-11,89.50809580602186,90.4037633878632,88.93722646285067,89.8033676147461,13113400
2025-02-12,89.06517391972031,89.67541431930752,87.48052381742175,87.63800811767578,19399400
2025-02-13,87.50021879204618,88.49431785148066,86.92934943044894,88.2974624633789,15775200
2025-02-14,88.63210502176412,89.8919493570182,88.63210502176412,88.65178680419922,12942900
2025-02-18,89.07502026009466,90.45297787646844,88.56321129306347,89.8624267578125,14787400
2025-02-19,90.23643258907708,91.41753472004034,90.18721687142686,90.57107543945312,12265600
2025-02-20,90.38407690780345,91.55533445396611,90.00021831992242,91.39785766601562,14166100
2025-02-21,90.84667635528714,91.09273993424591,89.44902951976026,89.49824523925781,15638300
2025-02-24,89.65572408378846,90.00021910965317,89.04549119988684,89.51792907714844,13147600
2025-02-25,89.49825044374091,89.91163547820726,87.51005991421353,88.22856140136719,13304300
2025-02-26,88.33682577374414,88.57304470943083,87.32304501927153,87.7265853881836,12152800
2025-02-27,88.33683065707127,89.28171396131646,87.57895808810113,88.19903564453125,15024000
2025-02-28,87.9135986845678,89.63604380574607,87.3624186487555,89.56714630126953,13313600
2025-03-03,89.91163440644591,90.42345087953039,85.63997408268267,86.43721771240234,24750900
2025-03-04,85.16752688349666,86.98839591160109,84.08484861078036,85.60060119628906,25338500
2025-03-05,84.36043821284576,84.79351252352416,82.70689062847741,84.35059356689453,28255400
2025-03-06,83.9470501395524,85.12815229572622,83.2876015608431,84.60649871826172,23552100
2025-03-07,84.9903559269461,86.67342985158129,84.9903559269461,86.05335235595703,22424600
2025-03-10,86.52580143052002,87.8840696974951,85.88603461656442,86.69312286376953,20022700
2025-03-11,87.04745748291664,87.42147143415372,85.54154952256809,86.00414276123047,15115100
2025-03-12,86.06319954520096,87.19508599791713,85.73839381963647,86.39784240722656,16120200
2025-03-13,86.09273142292473,87.33289403859789,85.28564313541854,85.80729675292969,15371000
2025-03-14,86.27973943666771,88.46477777350695,85.8860361970451,88.34667205810547,16011600
2025-03-17,88.27776896742628,90.16753538689723,88.27776896742628,89.754150390625,14880800
2025-03-18,90.25611896337166,90.46281898060941,89.19312999511894,89.90178680419922,15403300
2025-03-19,90.01990076410651,91.77187228254641,90.00021898144226,91.36833190917969,15871300
2025-03-20,90.86635774907892,92.00809635501373,90.48249916828534,91.70297241210938,16581800
2025-03-21,91.39785991888999,91.6143970782659,90.492347715377,91.0632095336914,18487800
2025-03-24,91.47585539204472,92.64633398508334,91.32706426530156,92.10076904296875,11912300
2025-03-25,92.50746362074847,93.28116839286109,92.19995994293194,92.47770690917969,11146000
2025-03-26,93.34068720810903,94.05487859834152,92.79512980622638,93.02326965332031,12782300
2025-03-27,92.74552675722317,93.09270101226686,91.75359598976624,92.12061309814453,9573900
2025-03-28,92.07101836879148,92.41819264207098,91.2278786857323,91.68416595458984,11124400
2025-03-31,91.4857812586966,93.24149544954975,91.35682541093936,92.69593048095703,14406900
2025-04-01,92.74552783560246,93.33076336264779,91.7436756298294,93.24149322509766,13560600
2025-04-02,92.44794928724545,93.44980153325032,92.22973086408273,93.37044525146484,16980300
2025-04-03,88.9265995282877,89.61102664797546,86.01032049572514,86.04007720947266,37828900
2025-04-04,82.97501468047113,83.90742450597615,78.12447357177734,78.12447357177734,50376000
2025-04-07,75.59504397610014,80.92171499901525,74.37497335241902,77.61858367919922,56953400
2025-04-08,80.00913774820789,80.42574684599455,74.61303205859804,75.82318878173828,45269200
2025-04-09,74.34520862927796,82.53855895750287,73.88892138048712,81.69541931152344,59481200
2025-04-10,79.57268685969291,79.57268685969291,74.87093717146173,76.35883331298828,39523300
2025-04-11,76.7159222455854,78.83866105928607,75.20819080254803,78.25341796875,20958400
2025-04-14,80.10833233099108,80.10833233099108,77.74753221882524,78.53115844726562,16374100
2025-04-15,78.46172426216602,79.8702641728339,78.37245412329884,78.4121322631836,11083500
2025-04-16,78.89817215273047,80.39598969263503,78.69978146356672,79.05687713623047,13665700
2025-04-17,79.70163949898821,82.09219639651631,79.66196135823483,80.84236145019531,23954400
2025-04-21,79.56276378267371,79.7611544714606,77.85664169826137,78.72954559326172,15506000
2025-04-22,79.75123649310778,81.32840280603969,79.40406223250936,80.73324584960938,11048700
2025-04-23,81.43751850490801,82.31042246666682,80.08849198930945,80.58445739746094,21608100
2025-04-24,81.3383264857654,82.11203130733794,80.63405651823575,81.87397003173828,10609500
2025-04-25,81.1399384398022,81.7946088000357,80.82252090227028,81.72517395019531,8832400
2025-04-28,81.63590714853196,82.52863880640855,81.52679415606592,82.30049896240234,8218400
2025-04-29,81.37800428654214,82.36001366614292,81.21929172491741,82.06243896484375,9921700
2025-04-30,80.74316491264061,80.86219175974333,78.86841639246205,79.85042572021484,18907100
2025-05-01,79.19575004300552,81.19945446166038,79.19575004300552,80.14801025390625,18157200
2025-05-02,81.12009837703127,81.72517676123755,79.67188033923912,81.31848907470703,16019400
2025-05-05,80.29679153251219,80.4059045209104,79.4040599079175,79.85042572021484,14765100
2025-05-06,80.20752254254236,80.56461822461196,79.42389632732468,79.8702621459961,11497700
2025-05-07,80.048807971319,80.30671208361522,79.29494605511613,79.9000244140625,11223100
2025-05-08,80.63405188289046,82.05251316350866,80.50510360931828,80.95146942138672,15282900
2025-05-09,81.93348084733474,82.17154211534702,81.1002626253761,81.76485443115234,9996600
2025-05-12,84.79024592438104,85.17709832096517,83.28250690932848,83.89750671386719,16305000
2025-05-13,84.31411277930304,85.75240932311172,83.97685996074469,85.07789611816406,14515800
2025-05-14,84.51249607792397,84.88943460279027,84.23475668138941,84.56209564208984,10666300
2025-05-15,83.4908142972226,84.96879665005459,83.28250973567204,84.91919708251953,14860800
2025-05-16,85.10766259799242,85.1572545955052,83.92726256685378,84.79024505615234,10862900
2025-05-19,84.08596760665634,84.17524531076522,83.07420155635303,83.68920135498047,12393500
2025-05-20,83.62968056000648,83.81814982747838,82.83614048695391,82.91548919677734,11391100
2025-05-21,82.41952555431398,82.57823811297604,81.37800276746172,81.38792419433594,12849200
2025-05-22,80.96139024733046,81.53670432870327,80.06865106198502,81.07050323486328,11866100
2025-05-23,80.35631176615249,81.53670420649969,80.3265550546574,81.32839965820312,11755500
2025-05-27,81.89379936938447,82.16162490683195,81.28872101332131,82.03266906738281,9514000
2025-05-28,82.42944650979454,82.67742920541235,80.78284534616454,80.99114990234375,14776300
2025-05-29,81.12009944039082,81.59622955322266,80.60429875533511,81.59622955322266,11896400
2025-05-30,80.9713076542899,81.29864663123308,80.2273595618725,80.87211608886719,15519300
2025-06-02,82.38976655080208,82.4988795398907,80.99114811367797,81.93347930908203,16015500
2025-06-03,81.99300408769383,83.42137930275152,81.21929170174123,82.90557861328125,15176300
2025-06-04,82.86590072892581,83.51065726862942,81.18953523926272,81.28872680664062,22469600
2025-06-05,81.89380054757939,81.93347868583989,81.00106892412673,81.2093734741211,13827500
2025-06-06,81.94340604831922,82.98493644157021,81.94340604831922,82.73695373535156,14278400
2025-06-09,83.06427918281919,83.75863525099895,82.40960882075201,82.8956527709961,14340200
2025-06-10,83.77846977582574,84.91919164561453,83.73879163790437,84.37362670898438,23046100
2025-06-11,84.94895530279192,85.73258156319108,84.11573704180948,85.59371185302734,24498300
2025-06-12,85.19693262102423,85.92104540779518,84.57201896480933,85.89128112792969,17014100
2025-06-13,87.49821211096761,87.85530779276729,86.24837722466873,87.38909912109375,42097400
2025-06-16,87.15103792171391,88.03385570021065,86.47652469645256,87.13119506835938,34703300
2025-06-17,87.85531000091014,88.59925809538589,87.3097450378287,87.94458770751953,33942100
2025-06-18,88.26200188816038,88.7083677006688,87.17087200366237,87.3692626953125,35236500
2025-06-20,87.71643610060615,88.50998372389725,87.45853198786189,88.26200103759766,28372400
2025-06-23,89.37000274658203,89.43000030517578,85.66000366210938,86.02999877929688,52844100
2025-06-24,84.77999877929688,85.80000305175781,84.58999633789062,84.91000366210938,32679400
2025-06-25,84.80999755859375,85.12000274658203,84.26000213623047,84.54000091552734,21861500
2025-06-26,84.7300033569336,85.91999816894531,84.5199966430664,85.75,16782800
2025-06-27,85.69999694824219,85.69999694824219,84.79000091552734,85.30000305175781,17705900
2025-06-30,84.97000122070312,85.33999633789062,84.55999755859375,84.80999755859375,13123800
2025-07-01,84.94000244140625,85.86000061035156,84.16000366210938,85.45999908447266,20386400
2025-07-02,86.18000030517578,87.06999969482422,85.2300033569336,86.93000030517578,21234400
2025-07-03,86.80999755859375,87.30999755859375,86.61000061035156,87.02999877929688,11133100
2025-07-07,86.5,86.95999908447266,85.30000305175781,86.19000244140625,17836500
2025-07-08,86.08999633789062,88.83000183105469,86.06999969482422,88.51000213623047,23736200
2025-07-09,88.29000091552734,88.63999938964844,87.80000305175781,88.05999755859375,14336200
2025-07-10,87.86000061035156,88.77999877929688,87.2300033569336,88.7300033569336,14411900
2025-07-11,88.58000183105469,89.44000244140625,88.30999755859375,89.12999725341797,15085800
2025-07-14,88.95999908447266,88.95999908447266,87.68000030517578,88.1500015258789,16720800
2025-07-15,87.9800033569336,88.36000061035156,86.7699966430664,86.87999725341797,16929500
2025-07-16,86.76000213623047,87.26000213623047,85.81999969482422,86.12999725341797,17750800
2025-07-17,85.69000244140625,86.79000091552734,85.4800033569336,86.66000366210938,18042800
2025-07-18,87.3499984741211,87.75,85.62000274658203,85.95999908447266,30487800
2025-07-21,86.0199966430664,86.16999816894531,84.9000015258789,85.06999969482422,15217200
2025-07-22,84.97000122070312,85.94000244140625,84.88999938964844,85.47000122070312,16222000
2025-07-23,85.81999969482422,86.86000061035156,85.5999984741211,86.80999755859375,14023000
2025-07-24,86.58000183105469,87.54000091552734,86.19000244140625,87.43000030517578,12011100
2025-07-25,87.5199966430664,87.66999816894531,86.6500015258789,87.0999984741211,10071600
2025-07-28,87.68000030517578,88.23999786376953,87.55000305175781,88.08999633789062,11852600
2025-07-29,88.2300033569336,88.9800033569336,87.94000244140625,88.94999694824219,12276000
2025-07-30,88.4000015258789,88.44999694824219,87.12999725341797,87.68000030517578,13276200
2025-07-31,86.76000213623047,88.22000122070312,86.76000213623047,87.20999908447266,12480400
2025-08-01,86.87999725341797,87.19000244140625,85.12000274658203,85.58999633789062,21164700
2025-08-04,85.44000244140625,86.08000183105469,84.95999908447266,85.4000015258789,13254800
2025-08-05,85.37999725341797,85.62999725341797,84.3499984741211,85.51000213623047,15706800
2025-08-06,86.05000305175781,86.55000305175781,84.47000122070312,84.72000122070312,19124700
2025-08-07,85.22000122070312,86.16999816894531,84.27999877929688,84.38999938964844,17521000
2025-08-08,84.79000091552734,85.70999908447266,84.36000061035156,84.93000030517578,20368100
2025-08-11,85.0999984741211,85.47000122070312,84.0999984741211,84.25,14414400
2025-08-12,84.41999816894531,85.4000015258789,84.16999816894531,84.66000366210938,17261300
2025-08-13,84.72000122070312,85.6500015258789,84.41999816894531,85.63999938964844,12800600
2025-08-14,85.58000183105469,85.69000244140625,84.6500015258789,85.55999755859375,12472300
2025-08-15,85.5999984741211,86.52999877929688,85.29000091552734,85.55999755859375,13648900
2025-08-18,85.11000061035156,85.44999694824219,84.55999755859375,85.05000305175781,13214200
2025-08-19,84.80999755859375,85.58000183105469,84.58999633789062,85.08000183105469,12846900
2025-08-20,85.22000122070312,86.13999938964844,85.13999938964844,85.79000091552734,13983600
2025-08-21,85.63999938964844,86.56999969482422,85.41000366210938,86.37999725341797,11044000
2025-08-22,86.66999816894531,88.3499984741211,86.52999877929688,88.13999938964844,15468200
2025-08-25,87.91999816894531,88.4800033569336,87.62999725341797,88.37000274658203,11706400
2025-08-26,88.0199966430664,88.30999755859375,87.41000366210938,88.2300033569336,11427800
2025-08-27,88.0999984741211,89.54000091552734,88.0,89.22000122070312,13438700
2025-08-28,89.25,90.02999877929688,88.66000366210938,89.9000015258789,12043100
2025-08-29,89.94000244140625,90.62000274658203,89.81999969482422,90.38999938964844,11872500
2025-09-02,90.1500015258789,90.68000030517578,89.47000122070312,90.5199966430664,12982200
2025-09-03,89.80000305175781,90.55000305175781,88.19000244140625,88.48999786376953,18009100
2025-09-04,88.5,89.44999694824219,88.12000274658203,89.08000183105469,12947700
2025-09-05,88.3499984741211,88.63999938964844,86.91999816894531,87.36000061035156,24091100
2025-09-08,87.6500015258789,88.02999877929688,86.38999938964844,87.16000366210938,17465900
2025-09-09,87.62999725341797,88.81999969482422,87.52999877929688,87.58000183105469,20596700
2025-09-10,87.77999877929688,89.16000366210938,87.58000183105469,89.11000061035156,14966400
2025-09-11,88.4000015258789,89.31999969482422,88.12999725341797,89.12999725341797,12588400
2025-09-12,89.5,89.9000015258789,88.58000183105469,88.5999984741211,11148900
2025-09-15,88.7699966430664,89.0,88.1500015258789,88.30000305175781,11643900
2025-09-16,88.69000244140625,90.05999755859375,88.66999816894531,89.77999877929688,20796500
2025-09-17,89.66000366210938,90.61499786376953,89.2699966430664,89.98999786376953,13003571
